order_number,customer_id,customer_name,part_number,order_date,promise_date,shipped_date,qty_ordered,qty_shipped,backorder_qty,otif_flag,fill_rate
SO20506,CUST-003,Customer Z,AX-4312,2025-07-19,2025-07-22,2025-07-22,29,29,0,1,1.0
SO20507,CUST-001,Customer X,BR-2208,2024-11-26,2024-11-27,2024-11-26,34,28,6,0,0.8235294117647058
SO20508,CUST-002,Customer Y,AX-4312,2024-10-15,2024-10-17,2024-10-18,35,33,2,0,0.9428571428571428
SO20509,CUST-001,Customer X,CL-7781,2025-07-12,2025-07-14,2025-07-15,33,33,0,0,1.0
SO20510,CUST-003,Customer Z,MN-5544,2024-04-24,2024-04-28,2024-04-30,22,13,9,0,0.5909090909090909
SO20511,CUST-001,Customer X,ZX-9910,2025-01-25,2025-01-29,2025-01-30,10,10,0,0,1.0
SO20512,CUST-002,Customer Y,CL-7781,2025-09-13,2025-09-17,2025-09-16,25,18,7,0,0.72
SO20513,CUST-002,Customer Y,AX-4312,2026-01-21,2026-01-22,2026-01-23,23,19,4,0,0.8260869565217391
SO20514,CUST-002,Customer Y,CL-7781,2026-02-24,2026-02-26,2026-02-28,16,16,0,0,1.0
SO20515,CUST-003,Customer Z,ZX-9910,2025-03-31,2025-04-04,2025-04-05,21,12,9,0,0.5714285714285714
SO20516,CUST-001,Customer X,BR-2208,2024-12-09,2024-12-13,2024-12-13,35,30,5,0,0.8571428571428571
SO20517,CUST-003,Customer Z,AX-4312,2025-02-22,2025-02-23,2025-02-23,22,13,9,0,0.5909090909090909
SO20518,CUST-002,Customer Y,BR-2208,2024-12-15,2024-12-16,2024-12-16,20,13,7,0,0.65
SO20519,CUST-002,Customer Y,BR-2208,2024-07-05,2024-07-09,2024-07-08,33,26,7,0,0.7878787878787878
SO20520,CUST-003,Customer Z,BR-2208,2025-03-03,2025-03-07,2025-03-08,36,31,5,0,0.8611111111111112
SO20521,CUST-003,Customer Z,ZX-9910,2025-08-25,2025-08-28,2025-08-29,37,36,1,0,0.972972972972973
SO20522,CUST-001,Customer X,ZX-9910,2025-11-16,2025-11-17,2025-11-16,14,10,4,0,0.7142857142857143
SO20523,CUST-002,Customer Y,BR-2208,2024-07-25,2024-07-27,2024-07-27,21,21,0,1,1.0
SO20524,CUST-002,Customer Y,ZX-9910,2025-03-24,2025-03-27,2025-03-26,38,32,6,0,0.8421052631578947
SO20525,CUST-002,Customer Y,MN-5544,2024-04-04,2024-04-06,2024-04-08,24,18,6,0,0.75
SO20526,CUST-001,Customer X,BR-2208,2024-06-28,2024-07-02,2024-07-04,33,33,0,0,1.0
SO20527,CUST-001,Customer X,CL-7781,2025-12-04,2025-12-08,2025-12-10,30,28,2,0,0.9333333333333333
SO20528,CUST-002,Customer Y,BR-2208,2024-08-02,2024-08-04,2024-08-05,16,12,4,0,0.75
SO20529,CUST-003,Customer Z,CL-7781,2025-03-19,2025-03-21,2025-03-20,38,32,6,0,0.8421052631578947
SO20530,CUST-003,Customer Z,AX-4312,2024-03-23,2024-03-24,2024-03-25,19,19,0,0,1.0
SO20531,CUST-003,Customer Z,CL-7781,2024-12-10,2024-12-12,2024-12-13,29,20,9,0,0.6896551724137931
SO20532,CUST-003,Customer Z,CL-7781,2024-10-29,2024-11-01,2024-11-02,19,14,5,0,0.7368421052631579
SO20533,CUST-003,Customer Z,AX-4312,2024-09-05,2024-09-08,2024-09-08,19,12,7,0,0.631578947368421
SO20534,CUST-001,Customer X,ZX-9910,2025-05-17,2025-05-18,2025-05-19,33,29,4,0,0.8787878787878788
SO20535,CUST-002,Customer Y,BR-2208,2024-11-07,2024-11-10,2024-11-10,9,6,3,0,0.6666666666666666
SO20536,CUST-003,Customer Z,CL-7781,2024-03-26,2024-03-28,2024-03-28,39,39,0,1,1.0
SO20537,CUST-002,Customer Y,MN-5544,2024-04-10,2024-04-12,2024-04-12,28,27,1,0,0.9642857142857143
SO20538,CUST-001,Customer X,ZX-9910,2024-03-31,2024-04-01,2024-04-01,19,15,4,0,0.7894736842105263
SO20539,CUST-001,Customer X,MN-5544,2024-11-03,2024-11-06,2024-11-05,7,5,2,0,0.7142857142857143
SO20540,CUST-002,Customer Y,ZX-9910,2025-09-23,2025-09-27,2025-09-28,32,31,1,0,0.96875
SO20541,CUST-002,Customer Y,ZX-9910,2025-03-14,2025-03-16,2025-03-18,37,28,9,0,0.7567567567567568
SO20542,CUST-003,Customer Z,MN-5544,2024-05-03,2024-05-07,2024-05-09,21,14,7,0,0.6666666666666666
SO20543,CUST-001,Customer X,BR-2208,2024-06-13,2024-06-16,2024-06-15,12,8,4,0,0.6666666666666666
SO20544,CUST-002,Customer Y,ZX-9910,2024-09-15,2024-09-19,2024-09-19,35,26,9,0,0.7428571428571429
SO20545,CUST-002,Customer Y,CL-7781,2024-12-01,2024-12-05,2024-12-07,35,33,2,0,0.9428571428571428
SO20546,CUST-002,Customer Y,AX-4312,2024-07-18,2024-07-21,2024-07-21,16,13,3,0,0.8125
SO20547,CUST-001,Customer X,BR-2208,2025-07-28,2025-07-29,2025-07-31,11,8,3,0,0.7272727272727273
SO20548,CUST-003,Customer Z,ZX-9910,2024-04-11,2024-04-13,2024-04-13,18,12,6,0,0.6666666666666666
SO20549,CUST-002,Customer Y,CL-7781,2025-01-13,2025-01-14,2025-01-14,33,25,8,0,0.7575757575757576
SO20550,CUST-002,Customer Y,BR-2208,2025-06-01,2025-06-05,2025-06-07,14,12,2,0,0.8571428571428571
SO20551,CUST-002,Customer Y,AX-4312,2025-11-17,2025-11-21,2025-11-22,21,13,8,0,0.6190476190476191
SO20552,CUST-001,Customer X,MN-5544,2024-06-23,2024-06-24,2024-06-23,38,31,7,0,0.8157894736842105
SO20553,CUST-003,Customer Z,AX-4312,2025-06-20,2025-06-21,2025-06-22,20,18,2,0,0.9
SO20554,CUST-003,Customer Z,CL-7781,2026-01-27,2026-01-30,2026-01-30,15,6,9,0,0.4
SO20555,CUST-002,Customer Y,BR-2208,2024-12-28,2024-12-30,2024-12-29,16,12,4,0,0.75
SO20556,CUST-002,Customer Y,AX-4312,2024-06-27,2024-06-29,2024-07-01,32,25,7,0,0.78125
SO20557,CUST-001,Customer X,AX-4312,2025-07-08,2025-07-09,2025-07-08,16,7,9,0,0.4375
SO20558,CUST-002,Customer Y,AX-4312,2024-08-03,2024-08-06,2024-08-05,6,5,1,0,0.8333333333333334
SO20559,CUST-001,Customer X,BR-2208,2024-08-30,2024-08-31,2024-08-30,13,8,5,0,0.6153846153846154
SO20560,CUST-002,Customer Y,AX-4312,2025-11-29,2025-12-02,2025-12-01,16,16,0,1,1.0
SO20561,CUST-003,Customer Z,ZX-9910,2026-02-19,2026-02-23,2026-02-23,23,21,2,0,0.9130434782608695
SO20562,CUST-003,Customer Z,ZX-9910,2024-05-12,2024-05-15,2024-05-16,22,13,9,0,0.5909090909090909
SO20563,CUST-002,Customer Y,AX-4312,2025-05-10,2025-05-11,2025-05-11,22,20,2,0,0.9090909090909091
SO20564,CUST-003,Customer Z,CL-7781,2024-08-20,2024-08-22,2024-08-24,27,25,2,0,0.9259259259259259
SO20565,CUST-003,Customer Z,CL-7781,2025-01-12,2025-01-15,2025-01-14,31,22,9,0,0.7096774193548387
SO20566,CUST-003,Customer Z,AX-4312,2024-03-02,2024-03-06,2024-03-07,31,28,3,0,0.9032258064516129
SO20567,CUST-003,Customer Z,CL-7781,2024-03-28,2024-03-31,2024-03-30,28,21,7,0,0.75
SO20568,CUST-001,Customer X,BR-2208,2025-06-03,2025-06-04,2025-06-04,34,30,4,0,0.8823529411764706
SO20569,CUST-003,Customer Z,BR-2208,2025-04-29,2025-05-02,2025-05-01,20,13,7,0,0.65
SO20570,CUST-003,Customer Z,BR-2208,2024-10-02,2024-10-06,2024-10-05,10,6,4,0,0.6
SO20571,CUST-001,Customer X,AX-4312,2025-09-08,2025-09-10,2025-09-09,8,1,7,0,0.125
SO20572,CUST-003,Customer Z,MN-5544,2025-01-25,2025-01-29,2025-01-30,21,20,1,0,0.9523809523809523
SO20573,CUST-002,Customer Y,BR-2208,2025-12-19,2025-12-20,2025-12-19,30,24,6,0,0.8
SO20574,CUST-002,Customer Y,MN-5544,2025-11-03,2025-11-05,2025-11-04,37,32,5,0,0.8648648648648649
SO20575,CUST-002,Customer Y,CL-7781,2025-08-28,2025-09-01,2025-09-03,11,10,1,0,0.9090909090909091
SO20576,CUST-002,Customer Y,CL-7781,2025-02-07,2025-02-11,2025-02-10,18,15,3,0,0.8333333333333334
SO20577,CUST-001,Customer X,CL-7781,2024-07-02,2024-07-03,2024-07-03,21,16,5,0,0.7619047619047619
SO20578,CUST-002,Customer Y,MN-5544,2025-05-17,2025-05-20,2025-05-21,33,28,5,0,0.8484848484848485
SO20579,CUST-001,Customer X,AX-4312,2025-02-01,2025-02-04,2025-02-03,28,20,8,0,0.7142857142857143
SO20580,CUST-001,Customer X,MN-5544,2024-07-07,2024-07-11,2024-07-13,20,15,5,0,0.75
SO20581,CUST-001,Customer X,AX-4312,2024-09-11,2024-09-12,2024-09-11,8,7,1,0,0.875
SO20582,CUST-003,Customer Z,AX-4312,2024-03-30,2024-04-03,2024-04-03,32,32,0,1,1.0
SO20583,CUST-003,Customer Z,ZX-9910,2024-08-24,2024-08-26,2024-08-27,26,24,2,0,0.9230769230769231
SO20584,CUST-001,Customer X,ZX-9910,2025-06-17,2025-06-18,2025-06-17,35,27,8,0,0.7714285714285715
SO20585,CUST-002,Customer Y,ZX-9910,2024-10-14,2024-10-17,2024-10-17,39,38,1,0,0.9743589743589743
SO20586,CUST-001,Customer X,MN-5544,2024-11-01,2024-11-03,2024-11-03,15,8,7,0,0.5333333333333333
SO20587,CUST-001,Customer X,BR-2208,2024-06-25,2024-06-28,2024-06-29,12,10,2,0,0.8333333333333334
SO20588,CUST-001,Customer X,BR-2208,2024-07-28,2024-07-30,2024-07-29,28,26,2,0,0.9285714285714286
SO20589,CUST-002,Customer Y,ZX-9910,2025-01-22,2025-01-25,2025-01-27,34,29,5,0,0.8529411764705882
SO20590,CUST-001,Customer X,AX-4312,2024-07-15,2024-07-19,2024-07-21,17,9,8,0,0.5294117647058824
SO20591,CUST-002,Customer Y,AX-4312,2024-08-21,2024-08-25,2024-08-26,11,6,5,0,0.5454545454545454
SO20592,CUST-002,Customer Y,CL-7781,2024-05-30,2024-06-03,2024-06-04,23,20,3,0,0.8695652173913043
SO20593,CUST-001,Customer X,AX-4312,2024-11-07,2024-11-10,2024-11-09,33,26,7,0,0.7878787878787878
SO20594,CUST-002,Customer Y,CL-7781,2024-04-02,2024-04-06,2024-04-07,9,5,4,0,0.5555555555555556
SO20595,CUST-001,Customer X,MN-5544,2025-12-27,2025-12-29,2025-12-29,30,24,6,0,0.8
SO20596,CUST-003,Customer Z,MN-5544,2025-02-24,2025-02-25,2025-02-27,10,4,6,0,0.4
SO20597,CUST-003,Customer Z,CL-7781,2024-12-01,2024-12-02,2024-12-01,22,16,6,0,0.7272727272727273
SO20598,CUST-002,Customer Y,BR-2208,2025-07-02,2025-07-06,2025-07-06,5,2,3,0,0.4
SO20599,CUST-002,Customer Y,AX-4312,2025-07-14,2025-07-17,2025-07-19,39,33,6,0,0.8461538461538461
SO20600,CUST-003,Customer Z,BR-2208,2026-02-04,2026-02-07,2026-02-09,30,27,3,0,0.9
SO20601,CUST-001,Customer X,CL-7781,2024-07-07,2024-07-10,2024-07-12,12,4,8,0,0.3333333333333333
SO20602,CUST-003,Customer Z,MN-5544,2025-02-05,2025-02-08,2025-02-10,9,6,3,0,0.6666666666666666
SO20603,CUST-002,Customer Y,ZX-9910,2025-07-01,2025-07-03,2025-07-05,36,27,9,0,0.75
SO20604,CUST-003,Customer Z,BR-2208,2024-08-25,2024-08-28,2024-08-28,9,9,0,1,1.0
SO20605,CUST-002,Customer Y,BR-2208,2024-09-29,2024-09-30,2024-10-01,15,11,4,0,0.7333333333333333
SO20606,CUST-003,Customer Z,AX-4312,2025-08-28,2025-09-01,2025-08-31,36,29,7,0,0.8055555555555556
SO20607,CUST-003,Customer Z,ZX-9910,2025-10-11,2025-10-15,2025-10-15,7,4,3,0,0.5714285714285714
SO20608,CUST-003,Customer Z,CL-7781,2024-09-20,2024-09-24,2024-09-25,31,28,3,0,0.9032258064516129
SO20609,CUST-003,Customer Z,MN-5544,2025-08-25,2025-08-28,2025-08-29,31,27,4,0,0.8709677419354839
SO20610,CUST-003,Customer Z,ZX-9910,2024-04-30,2024-05-01,2024-04-30,32,24,8,0,0.75
SO20611,CUST-002,Customer Y,MN-5544,2025-11-11,2025-11-13,2025-11-12,37,30,7,0,0.8108108108108109
SO20612,CUST-002,Customer Y,MN-5544,2025-10-10,2025-10-14,2025-10-14,5,4,1,0,0.8
SO20613,CUST-002,Customer Y,AX-4312,2024-04-13,2024-04-16,2024-04-17,28,28,0,0,1.0
SO20614,CUST-002,Customer Y,BR-2208,2024-08-15,2024-08-18,2024-08-19,17,9,8,0,0.5294117647058824
SO20615,CUST-002,Customer Y,BR-2208,2024-08-25,2024-08-29,2024-08-31,19,11,8,0,0.5789473684210527
SO20616,CUST-002,Customer Y,BR-2208,2025-05-20,2025-05-22,2025-05-23,28,28,0,0,1.0
SO20617,CUST-001,Customer X,MN-5544,2025-06-06,2025-06-10,2025-06-12,33,27,6,0,0.8181818181818182
SO20618,CUST-001,Customer X,MN-5544,2024-07-03,2024-07-04,2024-07-05,18,14,4,0,0.7777777777777778
SO20619,CUST-003,Customer Z,BR-2208,2025-11-05,2025-11-07,2025-11-06,31,29,2,0,0.9354838709677419
SO20620,CUST-001,Customer X,MN-5544,2024-05-21,2024-05-23,2024-05-24,37,36,1,0,0.972972972972973
SO20621,CUST-002,Customer Y,MN-5544,2026-02-05,2026-02-09,2026-02-11,24,17,7,0,0.7083333333333334
SO20622,CUST-003,Customer Z,BR-2208,2025-09-26,2025-09-29,2025-09-28,34,25,9,0,0.7352941176470589
SO20623,CUST-003,Customer Z,AX-4312,2024-04-22,2024-04-24,2024-04-23,33,28,5,0,0.8484848484848485
SO20624,CUST-003,Customer Z,BR-2208,2025-12-22,2025-12-23,2025-12-22,13,6,7,0,0.46153846153846156
SO20625,CUST-001,Customer X,AX-4312,2025-10-03,2025-10-06,2025-10-08,17,13,4,0,0.7647058823529411
SO20626,CUST-002,Customer Y,MN-5544,2025-08-05,2025-08-08,2025-08-10,18,9,9,0,0.5
SO20627,CUST-003,Customer Z,AX-4312,2024-06-08,2024-06-12,2024-06-14,21,14,7,0,0.6666666666666666
SO20628,CUST-001,Customer X,CL-7781,2024-12-12,2024-12-13,2024-12-12,31,31,0,1,1.0
SO20629,CUST-003,Customer Z,CL-7781,2024-05-31,2024-06-04,2024-06-04,8,1,7,0,0.125
SO20630,CUST-001,Customer X,BR-2208,2025-12-25,2025-12-26,2025-12-25,11,11,0,1,1.0
SO20631,CUST-002,Customer Y,MN-5544,2024-04-11,2024-04-12,2024-04-13,19,14,5,0,0.7368421052631579
SO20632,CUST-003,Customer Z,ZX-9910,2025-05-27,2025-05-31,2025-05-31,33,28,5,0,0.8484848484848485
SO20633,CUST-003,Customer Z,ZX-9910,2024-12-03,2024-12-04,2024-12-03,26,19,7,0,0.7307692307692307
SO20634,CUST-003,Customer Z,ZX-9910,2025-12-10,2025-12-11,2025-12-10,25,23,2,0,0.92
SO20635,CUST-001,Customer X,CL-7781,2024-03-24,2024-03-26,2024-03-27,11,2,9,0,0.18181818181818182
SO20636,CUST-001,Customer X,AX-4312,2025-08-29,2025-09-01,2025-08-31,25,24,1,0,0.96
SO20637,CUST-003,Customer Z,CL-7781,2025-10-01,2025-10-04,2025-10-06,19,15,4,0,0.7894736842105263
SO20638,CUST-001,Customer X,CL-7781,2024-04-19,2024-04-20,2024-04-21,16,10,6,0,0.625
SO20639,CUST-002,Customer Y,AX-4312,2025-06-26,2025-06-27,2025-06-26,10,4,6,0,0.4
SO20640,CUST-001,Customer X,BR-2208,2024-07-20,2024-07-22,2024-07-22,12,4,8,0,0.3333333333333333
SO20641,CUST-002,Customer Y,ZX-9910,2025-04-18,2025-04-21,2025-04-23,25,21,4,0,0.84
SO20642,CUST-002,Customer Y,AX-4312,2025-10-14,2025-10-18,2025-10-17,19,15,4,0,0.7894736842105263
SO20643,CUST-001,Customer X,ZX-9910,2025-03-10,2025-03-13,2025-03-12,32,29,3,0,0.90625
SO20644,CUST-002,Customer Y,MN-5544,2025-10-05,2025-10-06,2025-10-08,38,38,0,0,1.0
SO20645,CUST-001,Customer X,ZX-9910,2024-12-21,2024-12-25,2024-12-27,9,4,5,0,0.4444444444444444
SO20646,CUST-002,Customer Y,ZX-9910,2025-01-28,2025-01-30,2025-02-01,11,8,3,0,0.7272727272727273
SO20647,CUST-002,Customer Y,CL-7781,2024-10-26,2024-10-28,2024-10-30,19,13,6,0,0.6842105263157895
SO20648,CUST-001,Customer X,BR-2208,2025-09-16,2025-09-20,2025-09-19,19,19,0,1,1.0
SO20649,CUST-003,Customer Z,CL-7781,2025-09-03,2025-09-04,2025-09-05,18,9,9,0,0.5
SO20650,CUST-001,Customer X,MN-5544,2025-05-07,2025-05-11,2025-05-13,19,10,9,0,0.5263157894736842
SO20651,CUST-001,Customer X,MN-5544,2026-02-06,2026-02-09,2026-02-11,31,25,6,0,0.8064516129032258
SO20652,CUST-001,Customer X,MN-5544,2026-01-08,2026-01-09,2026-01-08,13,9,4,0,0.6923076923076923
SO20653,CUST-003,Customer Z,BR-2208,2025-11-26,2025-11-27,2025-11-29,11,7,4,0,0.6363636363636364
SO20654,CUST-001,Customer X,MN-5544,2024-12-07,2024-12-09,2024-12-11,9,5,4,0,0.5555555555555556
SO20655,CUST-002,Customer Y,MN-5544,2024-04-14,2024-04-17,2024-04-18,32,24,8,0,0.75
SO20656,CUST-001,Customer X,MN-5544,2024-11-20,2024-11-22,2024-11-22,8,7,1,0,0.875
SO20657,CUST-002,Customer Y,AX-4312,2025-02-07,2025-02-09,2025-02-10,25,20,5,0,0.8
SO20658,CUST-002,Customer Y,ZX-9910,2025-12-20,2025-12-23,2025-12-22,22,18,4,0,0.8181818181818182
SO20659,CUST-003,Customer Z,AX-4312,2025-02-14,2025-02-15,2025-02-17,32,23,9,0,0.71875
SO20660,CUST-002,Customer Y,ZX-9910,2025-09-12,2025-09-14,2025-09-15,7,0,7,0,0.0
SO20661,CUST-003,Customer Z,AX-4312,2024-12-09,2024-12-13,2024-12-15,35,35,0,0,1.0
SO20662,CUST-001,Customer X,MN-5544,2025-02-02,2025-02-03,2025-02-04,27,26,1,0,0.9629629629629629
SO20663,CUST-001,Customer X,ZX-9910,2025-07-22,2025-07-23,2025-07-22,9,7,2,0,0.7777777777777778
SO20664,CUST-003,Customer Z,CL-7781,2026-02-04,2026-02-07,2026-02-09,7,2,5,0,0.2857142857142857
SO20665,CUST-002,Customer Y,BR-2208,2024-09-01,2024-09-05,2024-09-07,35,31,4,0,0.8857142857142857
SO20666,CUST-002,Customer Y,BR-2208,2024-06-27,2024-06-28,2024-06-27,21,16,5,0,0.7619047619047619
SO20667,CUST-003,Customer Z,ZX-9910,2026-02-27,2026-02-28,2026-03-01,30,26,4,0,0.8666666666666667
SO20668,CUST-002,Customer Y,CL-7781,2026-01-17,2026-01-20,2026-01-20,27,18,9,0,0.6666666666666666
SO20669,CUST-001,Customer X,MN-5544,2024-08-02,2024-08-06,2024-08-08,29,24,5,0,0.8275862068965517
SO20670,CUST-003,Customer Z,ZX-9910,2026-01-11,2026-01-14,2026-01-15,14,11,3,0,0.7857142857142857
SO20671,CUST-001,Customer X,BR-2208,2025-01-09,2025-01-10,2025-01-11,27,23,4,0,0.8518518518518519
SO20672,CUST-003,Customer Z,AX-4312,2024-06-28,2024-06-29,2024-06-28,6,0,6,0,0.0
SO20673,CUST-001,Customer X,ZX-9910,2024-12-07,2024-12-10,2024-12-10,18,11,7,0,0.6111111111111112
SO20674,CUST-003,Customer Z,MN-5544,2024-08-14,2024-08-16,2024-08-18,30,26,4,0,0.8666666666666667
SO20675,CUST-003,Customer Z,CL-7781,2024-08-25,2024-08-26,2024-08-25,32,24,8,0,0.75
SO20676,CUST-003,Customer Z,CL-7781,2025-01-03,2025-01-06,2025-01-07,22,19,3,0,0.8636363636363636
SO20677,CUST-003,Customer Z,CL-7781,2025-04-23,2025-04-27,2025-04-27,36,28,8,0,0.7777777777777778
SO20678,CUST-002,Customer Y,CL-7781,2024-04-24,2024-04-28,2024-04-28,12,10,2,0,0.8333333333333334
SO20679,CUST-003,Customer Z,CL-7781,2025-06-17,2025-06-19,2025-06-20,26,26,0,0,1.0
SO20680,CUST-002,Customer Y,CL-7781,2025-12-31,2026-01-02,2026-01-04,39,37,2,0,0.9487179487179487
SO20681,CUST-001,Customer X,BR-2208,2025-10-17,2025-10-20,2025-10-20,31,22,9,0,0.7096774193548387
SO20682,CUST-001,Customer X,AX-4312,2025-01-26,2025-01-29,2025-01-31,17,13,4,0,0.7647058823529411
SO20683,CUST-002,Customer Y,CL-7781,2025-05-22,2025-05-26,2025-05-25,13,5,8,0,0.38461538461538464
SO20684,CUST-003,Customer Z,MN-5544,2024-07-26,2024-07-27,2024-07-27,11,11,0,1,1.0
SO20685,CUST-002,Customer Y,ZX-9910,2024-05-22,2024-05-26,2024-05-26,16,12,4,0,0.75
SO20686,CUST-003,Customer Z,MN-5544,2024-04-17,2024-04-20,2024-04-22,18,17,1,0,0.9444444444444444
SO20687,CUST-001,Customer X,AX-4312,2025-10-19,2025-10-21,2025-10-20,8,5,3,0,0.625
SO20688,CUST-003,Customer Z,BR-2208,2025-07-04,2025-07-07,2025-07-07,20,11,9,0,0.55
SO20689,CUST-003,Customer Z,ZX-9910,2024-10-17,2024-10-18,2024-10-18,39,37,2,0,0.9487179487179487
SO20690,CUST-001,Customer X,ZX-9910,2024-04-01,2024-04-03,2024-04-04,12,3,9,0,0.25
SO20691,CUST-003,Customer Z,CL-7781,2025-12-21,2025-12-24,2025-12-24,33,27,6,0,0.8181818181818182
SO20692,CUST-003,Customer Z,MN-5544,2024-10-30,2024-11-02,2024-11-02,23,14,9,0,0.6086956521739131
SO20693,CUST-003,Customer Z,AX-4312,2025-01-19,2025-01-21,2025-01-22,8,2,6,0,0.25
SO20694,CUST-002,Customer Y,CL-7781,2025-10-06,2025-10-08,2025-10-09,11,5,6,0,0.45454545454545453
SO20695,CUST-003,Customer Z,ZX-9910,2024-12-08,2024-12-12,2024-12-13,14,12,2,0,0.8571428571428571
SO20696,CUST-002,Customer Y,BR-2208,2025-10-23,2025-10-27,2025-10-26,32,30,2,0,0.9375
SO20697,CUST-001,Customer X,BR-2208,2024-07-30,2024-07-31,2024-08-01,24,24,0,0,1.0
SO20698,CUST-001,Customer X,BR-2208,2025-09-25,2025-09-27,2025-09-27,32,30,2,0,0.9375
SO20699,CUST-003,Customer Z,AX-4312,2024-12-22,2024-12-26,2024-12-26,26,20,6,0,0.7692307692307693
SO20700,CUST-003,Customer Z,MN-5544,2026-01-05,2026-01-06,2026-01-07,38,38,0,0,1.0
SO20701,CUST-003,Customer Z,MN-5544,2025-05-10,2025-05-14,2025-05-14,37,36,1,0,0.972972972972973
SO20702,CUST-001,Customer X,AX-4312,2025-07-11,2025-07-14,2025-07-16,14,9,5,0,0.6428571428571429
SO20703,CUST-002,Customer Y,MN-5544,2025-07-24,2025-07-25,2025-07-25,7,1,6,0,0.14285714285714285
SO20704,CUST-002,Customer Y,MN-5544,2024-11-22,2024-11-26,2024-11-28,24,22,2,0,0.9166666666666666
SO20705,CUST-002,Customer Y,CL-7781,2026-02-20,2026-02-21,2026-02-23,14,9,5,0,0.6428571428571429
SO20706,CUST-002,Customer Y,AX-4312,2024-03-15,2024-03-19,2024-03-19,37,32,5,0,0.8648648648648649
SO20707,CUST-001,Customer X,BR-2208,2025-12-29,2026-01-02,2026-01-01,17,12,5,0,0.7058823529411765
SO20708,CUST-001,Customer X,CL-7781,2025-03-20,2025-03-22,2025-03-23,38,37,1,0,0.9736842105263158
SO20709,CUST-002,Customer Y,BR-2208,2025-11-18,2025-11-20,2025-11-22,39,30,9,0,0.7692307692307693
SO20710,CUST-002,Customer Y,ZX-9910,2026-02-20,2026-02-23,2026-02-25,37,33,4,0,0.8918918918918919
SO20711,CUST-003,Customer Z,BR-2208,2026-02-16,2026-02-20,2026-02-19,21,14,7,0,0.6666666666666666
SO20712,CUST-003,Customer Z,BR-2208,2025-05-30,2025-05-31,2025-05-31,35,35,0,1,1.0
SO20713,CUST-003,Customer Z,CL-7781,2024-08-10,2024-08-12,2024-08-14,16,14,2,0,0.875
SO20714,CUST-001,Customer X,AX-4312,2025-04-27,2025-04-28,2025-04-27,28,21,7,0,0.75
SO20715,CUST-002,Customer Y,MN-5544,2024-12-12,2024-12-14,2024-12-16,15,8,7,0,0.5333333333333333
SO20716,CUST-001,Customer X,MN-5544,2026-02-01,2026-02-03,2026-02-05,12,9,3,0,0.75
SO20717,CUST-003,Customer Z,BR-2208,2026-01-24,2026-01-28,2026-01-27,11,10,1,0,0.9090909090909091
SO20718,CUST-003,Customer Z,CL-7781,2024-08-19,2024-08-20,2024-08-21,12,8,4,0,0.6666666666666666
SO20719,CUST-003,Customer Z,BR-2208,2025-05-31,2025-06-03,2025-06-05,39,33,6,0,0.8461538461538461
SO20720,CUST-001,Customer X,BR-2208,2024-07-18,2024-07-20,2024-07-20,19,18,1,0,0.9473684210526315
SO20721,CUST-003,Customer Z,ZX-9910,2024-03-29,2024-03-30,2024-03-31,16,8,8,0,0.5
SO20722,CUST-002,Customer Y,ZX-9910,2026-01-24,2026-01-28,2026-01-30,7,3,4,0,0.42857142857142855
SO20723,CUST-001,Customer X,BR-2208,2025-04-08,2025-04-11,2025-04-10,23,22,1,0,0.9565217391304348
SO20724,CUST-002,Customer Y,AX-4312,2024-06-20,2024-06-24,2024-06-23,21,16,5,0,0.7619047619047619
SO20725,CUST-001,Customer X,ZX-9910,2025-02-10,2025-02-12,2025-02-13,29,24,5,0,0.8275862068965517
SO20726,CUST-002,Customer Y,AX-4312,2025-11-27,2025-12-01,2025-12-02,34,30,4,0,0.8823529411764706
SO20727,CUST-002,Customer Y,ZX-9910,2024-04-22,2024-04-24,2024-04-26,35,27,8,0,0.7714285714285715
SO20728,CUST-002,Customer Y,BR-2208,2024-09-23,2024-09-27,2024-09-27,26,22,4,0,0.8461538461538461
SO20729,CUST-001,Customer X,BR-2208,2025-08-22,2025-08-23,2025-08-22,17,13,4,0,0.7647058823529411
SO20730,CUST-001,Customer X,CL-7781,2025-03-20,2025-03-22,2025-03-21,21,17,4,0,0.8095238095238095
SO20731,CUST-001,Customer X,AX-4312,2025-09-23,2025-09-26,2025-09-27,26,20,6,0,0.7692307692307693
SO20732,CUST-002,Customer Y,ZX-9910,2025-01-23,2025-01-25,2025-01-24,20,11,9,0,0.55
SO20733,CUST-003,Customer Z,ZX-9910,2025-06-08,2025-06-09,2025-06-08,18,9,9,0,0.5
SO20734,CUST-002,Customer Y,MN-5544,2025-01-13,2025-01-15,2025-01-17,30,26,4,0,0.8666666666666667
SO20735,CUST-002,Customer Y,AX-4312,2024-07-26,2024-07-27,2024-07-26,23,16,7,0,0.6956521739130435
SO20736,CUST-003,Customer Z,MN-5544,2025-05-31,2025-06-03,2025-06-02,39,35,4,0,0.8974358974358975
SO20737,CUST-003,Customer Z,AX-4312,2024-09-29,2024-10-02,2024-10-04,9,9,0,0,1.0
SO20738,CUST-003,Customer Z,BR-2208,2025-04-11,2025-04-15,2025-04-15,36,33,3,0,0.9166666666666666
SO20739,CUST-002,Customer Y,CL-7781,2024-06-24,2024-06-28,2024-06-30,6,3,3,0,0.5
SO20740,CUST-001,Customer X,AX-4312,2024-08-21,2024-08-24,2024-08-24,5,0,5,0,0.0
