snapshot_date,warehouse_id,warehouse_name,location,part_number,sku_family,on_hand_qty,available_qty,safety_stock,reorder_point,days_of_supply,stockout_flag,age_days
2025-09-07,WH-03,Warehouse WH-03,A4-05,ZX-9910,ZX,65,56,153,145,5,1,68
2025-06-13,WH-01,Warehouse WH-01,A1-03,ZX-9910,ZX,326,277,96,130,53,1,124
2025-08-02,WH-02,Warehouse WH-02,A1-04,ZX-9910,ZX,503,407,195,181,89,0,332
2025-08-18,WH-03,Warehouse WH-03,A2-04,ZX-9910,ZX,540,442,180,229,44,0,285
2025-07-31,WH-02,Warehouse WH-02,A3-01,AX-4312,AX,496,409,138,262,70,1,300
2024-05-31,WH-01,Warehouse WH-01,A2-02,BR-2208,BR,83,27,196,183,76,0,294
2024-05-16,WH-01,Warehouse WH-01,A3-04,BR-2208,BR,503,487,106,136,63,0,64
2025-10-31,WH-02,Warehouse WH-02,A4-01,AX-4312,AX,38,37,194,276,45,1,88
2024-03-12,WH-03,Warehouse WH-03,A2-01,AX-4312,AX,414,366,186,128,27,1,105
2024-05-24,WH-02,Warehouse WH-02,A3-04,BR-2208,BR,380,303,124,290,22,0,161
2025-07-21,WH-01,Warehouse WH-01,A4-04,CL-7781,CL,551,526,162,292,45,1,70
2025-09-11,WH-02,Warehouse WH-02,A4-04,MN-5544,MN,5,0,146,132,63,0,249
2024-11-07,WH-02,Warehouse WH-02,A3-01,CL-7781,CL,204,204,119,284,31,1,17
2024-05-01,WH-03,Warehouse WH-03,A4-02,BR-2208,BR,397,323,104,241,78,0,327
2024-06-26,WH-03,Warehouse WH-03,A2-01,AX-4312,AX,599,500,121,289,47,1,239
2024-04-07,WH-03,Warehouse WH-03,A3-02,ZX-9910,ZX,89,89,158,258,7,1,244
2025-02-27,WH-03,Warehouse WH-03,A2-05,ZX-9910,ZX,504,467,133,225,53,1,356
2025-01-24,WH-03,Warehouse WH-03,A4-02,AX-4312,AX,178,142,198,178,54,1,257
2025-06-13,WH-02,Warehouse WH-02,A2-01,MN-5544,MN,244,224,107,231,16,1,28
2025-04-03,WH-02,Warehouse WH-02,A4-04,BR-2208,BR,405,323,191,248,42,1,238
2026-01-01,WH-03,Warehouse WH-03,A4-04,AX-4312,AX,325,234,82,200,44,0,24
2025-04-24,WH-03,Warehouse WH-03,A3-03,ZX-9910,ZX,98,86,191,290,20,0,112
2025-06-28,WH-03,Warehouse WH-03,A3-03,ZX-9910,ZX,129,62,170,179,89,1,96
2025-06-05,WH-01,Warehouse WH-01,A3-05,ZX-9910,ZX,544,515,84,237,12,1,160
2024-07-17,WH-02,Warehouse WH-02,A2-03,ZX-9910,ZX,293,277,137,228,40,1,152
2025-11-09,WH-03,Warehouse WH-03,A1-01,BR-2208,BR,139,45,98,148,85,1,220
2024-08-09,WH-02,Warehouse WH-02,A1-03,ZX-9910,ZX,144,72,100,179,75,0,181
2024-08-03,WH-03,Warehouse WH-03,A4-02,ZX-9910,ZX,113,34,142,176,29,0,315
2025-09-22,WH-03,Warehouse WH-03,A1-05,BR-2208,BR,597,526,150,208,44,1,233
2025-07-02,WH-03,Warehouse WH-03,A3-03,BR-2208,BR,74,60,114,142,53,0,92
2024-08-02,WH-01,Warehouse WH-01,A3-05,MN-5544,MN,268,235,117,189,68,0,247
2025-12-29,WH-01,Warehouse WH-01,A2-04,CL-7781,CL,381,342,149,140,28,0,23
2025-02-20,WH-01,Warehouse WH-01,A3-05,CL-7781,CL,199,181,196,169,74,1,20
2025-08-22,WH-02,Warehouse WH-02,A2-02,ZX-9910,ZX,91,0,151,202,53,1,123
2025-09-27,WH-02,Warehouse WH-02,A2-02,AX-4312,AX,3,0,104,153,73,0,338
2025-12-08,WH-03,Warehouse WH-03,A4-02,CL-7781,CL,392,313,83,281,7,0,38
2025-08-24,WH-01,Warehouse WH-01,A2-05,BR-2208,BR,202,107,170,171,81,1,211
2025-06-22,WH-03,Warehouse WH-03,A1-04,ZX-9910,ZX,518,474,138,241,21,1,259
2024-03-29,WH-03,Warehouse WH-03,A2-04,MN-5544,MN,141,140,108,265,37,0,45
2024-07-27,WH-02,Warehouse WH-02,A3-01,CL-7781,CL,45,34,132,164,32,1,269
2024-12-25,WH-01,Warehouse WH-01,A3-01,AX-4312,AX,61,8,153,188,40,1,252
2024-03-09,WH-01,Warehouse WH-01,A4-01,ZX-9910,ZX,353,326,151,214,71,0,100
2024-06-24,WH-02,Warehouse WH-02,A5-03,BR-2208,BR,60,0,88,238,17,0,191
2024-07-21,WH-02,Warehouse WH-02,A2-01,CL-7781,CL,77,32,172,240,13,1,301
2025-08-11,WH-03,Warehouse WH-03,A2-04,BR-2208,BR,16,0,141,297,43,1,212
2024-11-01,WH-03,Warehouse WH-03,A1-04,ZX-9910,ZX,202,117,188,147,45,0,94
2025-11-12,WH-03,Warehouse WH-03,A3-05,MN-5544,MN,224,128,190,237,36,0,340
2025-11-29,WH-01,Warehouse WH-01,A3-03,BR-2208,BR,280,262,126,225,33,1,323
2025-04-09,WH-03,Warehouse WH-03,A5-02,BR-2208,BR,141,63,112,161,86,0,351
2025-04-07,WH-02,Warehouse WH-02,A3-01,ZX-9910,ZX,372,289,111,195,51,1,248
2024-03-07,WH-01,Warehouse WH-01,A4-03,MN-5544,MN,141,124,134,217,56,1,305
2025-11-05,WH-02,Warehouse WH-02,A5-02,AX-4312,AX,187,135,150,253,70,1,39
2025-07-17,WH-03,Warehouse WH-03,A3-01,ZX-9910,ZX,9,7,173,165,22,0,193
2024-10-09,WH-03,Warehouse WH-03,A4-04,AX-4312,AX,96,78,179,181,57,0,107
2025-04-10,WH-01,Warehouse WH-01,A5-05,ZX-9910,ZX,87,12,92,263,16,0,52
2024-04-29,WH-03,Warehouse WH-03,A2-03,MN-5544,MN,40,0,170,158,13,1,96
2024-12-04,WH-02,Warehouse WH-02,A2-05,BR-2208,BR,103,6,182,162,81,1,93
2025-05-10,WH-02,Warehouse WH-02,A5-02,BR-2208,BR,475,429,165,211,53,0,41
2024-09-11,WH-02,Warehouse WH-02,A4-05,AX-4312,AX,76,0,92,224,18,0,171
2024-07-13,WH-01,Warehouse WH-01,A3-01,BR-2208,BR,161,81,134,171,85,1,187
2024-09-06,WH-01,Warehouse WH-01,A1-03,ZX-9910,ZX,51,33,91,211,11,1,357
2025-07-21,WH-02,Warehouse WH-02,A2-04,MN-5544,MN,143,73,126,186,31,1,264
2025-01-29,WH-01,Warehouse WH-01,A4-01,BR-2208,BR,216,156,123,297,35,1,189
2024-08-15,WH-03,Warehouse WH-03,A5-05,ZX-9910,ZX,502,418,169,133,4,0,239
2025-07-09,WH-02,Warehouse WH-02,A1-01,AX-4312,AX,580,557,128,174,71,0,239
2025-12-08,WH-01,Warehouse WH-01,A5-02,MN-5544,MN,395,385,194,194,29,1,318
2024-04-18,WH-03,Warehouse WH-03,A4-02,MN-5544,MN,308,261,179,210,86,1,239
2025-06-29,WH-03,Warehouse WH-03,A3-02,AX-4312,AX,349,291,150,195,3,0,361
2024-12-11,WH-02,Warehouse WH-02,A3-01,BR-2208,BR,287,280,166,149,15,1,123
2025-09-10,WH-02,Warehouse WH-02,A2-01,AX-4312,AX,376,339,94,277,46,1,109
2025-12-29,WH-03,Warehouse WH-03,A4-02,CL-7781,CL,35,0,157,278,78,1,296
2024-05-26,WH-01,Warehouse WH-01,A5-02,AX-4312,AX,45,4,97,219,36,1,178
2025-02-02,WH-01,Warehouse WH-01,A4-05,AX-4312,AX,572,533,82,201,7,0,321
2024-09-21,WH-01,Warehouse WH-01,A5-03,AX-4312,AX,575,499,172,122,35,0,21
2025-01-22,WH-03,Warehouse WH-03,A3-04,BR-2208,BR,573,491,107,123,13,0,167
2024-03-03,WH-01,Warehouse WH-01,A4-02,CL-7781,CL,479,413,173,177,84,1,25
2024-07-12,WH-01,Warehouse WH-01,A4-01,CL-7781,CL,10,10,127,232,48,1,81
2024-11-19,WH-03,Warehouse WH-03,A2-01,MN-5544,MN,418,400,189,153,32,1,255
2024-03-23,WH-03,Warehouse WH-03,A2-03,MN-5544,MN,133,121,182,205,75,1,135
2025-07-23,WH-03,Warehouse WH-03,A1-01,CL-7781,CL,212,148,173,138,47,1,285
2025-03-23,WH-01,Warehouse WH-01,A5-05,CL-7781,CL,226,143,179,184,23,0,128
2024-03-28,WH-01,Warehouse WH-01,A4-01,MN-5544,MN,562,500,178,141,71,0,127
2025-04-29,WH-01,Warehouse WH-01,A4-03,AX-4312,AX,364,265,123,126,2,0,321
2025-02-26,WH-03,Warehouse WH-03,A3-05,AX-4312,AX,185,156,165,211,26,0,75
2024-04-12,WH-02,Warehouse WH-02,A1-03,BR-2208,BR,360,330,133,216,51,1,34
2024-05-14,WH-03,Warehouse WH-03,A4-04,CL-7781,CL,20,0,116,183,19,1,101
2025-01-07,WH-03,Warehouse WH-03,A2-04,CL-7781,CL,118,34,157,223,62,1,103
2024-03-27,WH-03,Warehouse WH-03,A1-04,AX-4312,AX,332,314,154,249,6,0,318
2025-06-05,WH-01,Warehouse WH-01,A4-03,AX-4312,AX,504,443,179,274,50,1,52
2024-08-13,WH-02,Warehouse WH-02,A3-03,BR-2208,BR,560,499,179,245,80,1,137
2024-03-23,WH-01,Warehouse WH-01,A1-03,ZX-9910,ZX,478,459,160,204,83,0,67
2024-08-28,WH-02,Warehouse WH-02,A5-04,MN-5544,MN,413,345,185,122,49,1,280
2024-08-09,WH-01,Warehouse WH-01,A5-04,ZX-9910,ZX,299,299,193,234,54,1,292
2024-09-01,WH-01,Warehouse WH-01,A4-01,ZX-9910,ZX,206,169,123,201,87,0,29
2024-03-08,WH-01,Warehouse WH-01,A2-05,AX-4312,AX,178,138,165,207,48,0,225
2025-10-28,WH-03,Warehouse WH-03,A5-03,ZX-9910,ZX,277,179,96,205,5,0,345
2025-11-20,WH-02,Warehouse WH-02,A5-05,MN-5544,MN,336,242,96,178,39,1,304
2026-01-08,WH-01,Warehouse WH-01,A2-01,ZX-9910,ZX,67,0,156,146,88,0,72
2025-11-23,WH-01,Warehouse WH-01,A5-03,BR-2208,BR,500,438,131,166,21,0,313
2024-06-03,WH-03,Warehouse WH-03,A5-03,BR-2208,BR,104,30,174,289,48,0,128
2024-09-05,WH-03,Warehouse WH-03,A5-04,AX-4312,AX,199,167,155,154,16,1,66
2025-11-15,WH-02,Warehouse WH-02,A3-01,ZX-9910,ZX,567,551,99,213,84,1,146
2025-02-23,WH-01,Warehouse WH-01,A1-01,ZX-9910,ZX,529,512,81,195,72,0,138
2024-12-24,WH-02,Warehouse WH-02,A5-03,CL-7781,CL,397,372,126,149,56,0,132
2025-01-09,WH-01,Warehouse WH-01,A4-05,BR-2208,BR,230,220,103,284,2,1,21
2025-08-02,WH-03,Warehouse WH-03,A2-01,ZX-9910,ZX,447,380,122,219,62,1,349
2024-10-02,WH-03,Warehouse WH-03,A4-04,MN-5544,MN,507,435,169,259,1,1,116
2025-06-03,WH-03,Warehouse WH-03,A1-02,CL-7781,CL,114,47,93,238,14,0,73
2025-07-02,WH-03,Warehouse WH-03,A2-04,CL-7781,CL,537,489,190,225,17,0,68
2025-05-19,WH-03,Warehouse WH-03,A3-04,MN-5544,MN,130,38,104,140,12,1,1
2026-01-25,WH-02,Warehouse WH-02,A4-02,BR-2208,BR,0,0,125,295,7,1,296
2025-06-28,WH-02,Warehouse WH-02,A5-01,BR-2208,BR,255,245,135,293,45,0,141
2026-01-24,WH-01,Warehouse WH-01,A5-05,ZX-9910,ZX,538,458,129,180,13,1,157
2025-11-19,WH-03,Warehouse WH-03,A4-05,BR-2208,BR,596,513,99,150,8,1,203
2025-11-24,WH-01,Warehouse WH-01,A4-01,ZX-9910,ZX,32,0,94,279,11,1,37
2025-02-15,WH-02,Warehouse WH-02,A2-03,BR-2208,BR,33,0,139,172,12,1,96
2025-10-20,WH-03,Warehouse WH-03,A5-05,CL-7781,CL,360,313,119,271,50,0,196
2025-02-02,WH-01,Warehouse WH-01,A3-05,MN-5544,MN,599,557,96,221,55,1,70
2024-03-23,WH-02,Warehouse WH-02,A2-03,ZX-9910,ZX,571,521,179,196,73,0,16
2025-01-09,WH-01,Warehouse WH-01,A2-01,CL-7781,CL,465,448,117,290,32,0,215
2025-07-31,WH-01,Warehouse WH-01,A4-05,AX-4312,AX,557,497,97,190,40,1,334
2026-01-27,WH-03,Warehouse WH-03,A5-05,MN-5544,MN,260,207,165,141,74,1,335
2024-11-18,WH-02,Warehouse WH-02,A3-01,BR-2208,BR,165,117,80,197,36,0,28
2025-04-15,WH-02,Warehouse WH-02,A2-03,AX-4312,AX,34,0,182,181,87,1,364
2025-11-24,WH-03,Warehouse WH-03,A3-05,CL-7781,CL,465,387,140,145,35,0,191
2026-02-10,WH-02,Warehouse WH-02,A4-04,MN-5544,MN,462,421,181,292,39,1,193
2024-04-04,WH-02,Warehouse WH-02,A5-02,ZX-9910,ZX,164,75,130,177,77,0,136
2025-04-11,WH-02,Warehouse WH-02,A1-01,AX-4312,AX,242,220,169,227,9,1,294
2025-10-27,WH-03,Warehouse WH-03,A1-05,BR-2208,BR,12,6,90,297,67,0,157
2025-04-27,WH-02,Warehouse WH-02,A2-02,MN-5544,MN,502,447,188,135,44,1,241
2024-10-29,WH-03,Warehouse WH-03,A3-03,BR-2208,BR,454,376,181,253,18,0,244
2024-03-05,WH-02,Warehouse WH-02,A4-03,BR-2208,BR,562,497,82,208,54,0,284
2024-12-08,WH-01,Warehouse WH-01,A2-03,CL-7781,CL,37,10,111,160,36,0,292
2025-04-24,WH-01,Warehouse WH-01,A1-01,AX-4312,AX,381,295,145,257,70,1,335
2024-04-14,WH-02,Warehouse WH-02,A3-04,ZX-9910,ZX,446,355,101,139,33,0,90
2025-05-24,WH-02,Warehouse WH-02,A2-01,BR-2208,BR,561,552,158,156,59,1,104
2025-10-01,WH-03,Warehouse WH-03,A1-02,MN-5544,MN,103,25,158,156,45,1,43
2026-02-19,WH-01,Warehouse WH-01,A2-04,ZX-9910,ZX,340,257,112,122,87,1,343
2024-08-14,WH-01,Warehouse WH-01,A2-03,MN-5544,MN,346,312,104,215,86,1,248
2024-12-23,WH-01,Warehouse WH-01,A4-04,MN-5544,MN,498,437,181,265,28,0,247
2025-06-06,WH-01,Warehouse WH-01,A1-01,AX-4312,AX,420,417,120,292,34,0,13
2024-06-17,WH-01,Warehouse WH-01,A3-05,AX-4312,AX,262,231,102,296,72,1,239
2025-10-22,WH-02,Warehouse WH-02,A2-04,ZX-9910,ZX,302,266,177,295,29,0,23
2026-02-08,WH-03,Warehouse WH-03,A3-05,AX-4312,AX,293,201,123,124,52,1,139
2024-08-20,WH-02,Warehouse WH-02,A4-04,AX-4312,AX,333,332,114,292,49,0,35
2024-07-01,WH-01,Warehouse WH-01,A1-01,ZX-9910,ZX,415,348,188,244,71,0,347
2025-01-20,WH-01,Warehouse WH-01,A5-03,CL-7781,CL,36,0,160,251,23,1,261
2025-04-19,WH-02,Warehouse WH-02,A1-03,CL-7781,CL,17,0,103,148,11,1,146
2024-08-16,WH-01,Warehouse WH-01,A1-02,BR-2208,BR,116,113,112,161,32,1,179
2025-03-12,WH-03,Warehouse WH-03,A4-03,ZX-9910,ZX,124,121,99,187,62,1,203
2025-01-25,WH-01,Warehouse WH-01,A1-05,ZX-9910,ZX,79,21,179,253,40,0,4
2025-08-30,WH-01,Warehouse WH-01,A3-04,BR-2208,BR,164,123,180,163,42,0,229
2024-06-18,WH-01,Warehouse WH-01,A2-01,CL-7781,CL,402,319,111,163,55,1,173
2025-03-10,WH-02,Warehouse WH-02,A3-05,BR-2208,BR,333,312,109,142,5,0,221
2025-12-01,WH-03,Warehouse WH-03,A3-05,BR-2208,BR,593,542,144,158,81,0,327
2026-01-18,WH-03,Warehouse WH-03,A2-03,CL-7781,CL,410,383,187,134,53,1,72
2025-09-28,WH-01,Warehouse WH-01,A2-03,CL-7781,CL,581,490,83,213,17,1,292
2025-02-08,WH-03,Warehouse WH-03,A5-05,MN-5544,MN,354,316,159,185,8,0,191
2024-04-09,WH-03,Warehouse WH-03,A5-03,ZX-9910,ZX,346,267,144,178,10,0,202
2026-02-04,WH-03,Warehouse WH-03,A5-05,AX-4312,AX,236,225,158,165,32,1,115
2025-08-19,WH-01,Warehouse WH-01,A2-01,MN-5544,MN,461,372,140,180,46,1,92
2025-01-26,WH-02,Warehouse WH-02,A5-01,ZX-9910,ZX,384,308,186,168,25,1,16
2025-08-28,WH-02,Warehouse WH-02,A2-04,CL-7781,CL,140,89,187,283,72,1,339
2026-02-22,WH-01,Warehouse WH-01,A2-01,CL-7781,CL,302,223,155,139,18,1,268
2025-02-01,WH-03,Warehouse WH-03,A3-04,AX-4312,AX,315,241,165,229,34,0,166
2024-06-28,WH-02,Warehouse WH-02,A1-02,MN-5544,MN,395,360,107,158,77,0,360
2024-05-14,WH-03,Warehouse WH-03,A1-04,CL-7781,CL,90,60,81,236,82,1,245
2025-08-03,WH-01,Warehouse WH-01,A3-03,MN-5544,MN,297,267,140,221,56,1,228
2025-01-01,WH-01,Warehouse WH-01,A4-02,BR-2208,BR,127,114,93,276,81,1,306
2024-10-09,WH-02,Warehouse WH-02,A1-01,AX-4312,AX,190,118,144,187,71,0,270
2024-04-12,WH-01,Warehouse WH-01,A1-01,MN-5544,MN,466,464,87,290,9,0,155
2025-01-09,WH-01,Warehouse WH-01,A4-01,BR-2208,BR,228,171,104,164,48,1,81
2024-04-27,WH-03,Warehouse WH-03,A1-02,ZX-9910,ZX,58,26,182,197,28,1,183
2025-03-03,WH-02,Warehouse WH-02,A4-02,ZX-9910,ZX,416,402,140,130,36,0,318
2026-01-07,WH-01,Warehouse WH-01,A1-01,ZX-9910,ZX,249,235,142,206,43,1,316
2025-03-23,WH-01,Warehouse WH-01,A1-04,AX-4312,AX,239,181,94,148,75,0,296
2024-07-30,WH-03,Warehouse WH-03,A4-03,BR-2208,BR,286,214,165,130,81,0,318
2025-03-20,WH-03,Warehouse WH-03,A2-05,MN-5544,MN,202,195,130,176,4,1,280
2025-04-19,WH-03,Warehouse WH-03,A1-01,ZX-9910,ZX,304,223,176,293,36,1,247
2025-01-15,WH-01,Warehouse WH-01,A5-03,AX-4312,AX,77,71,91,205,48,0,60
2024-03-19,WH-01,Warehouse WH-01,A1-03,CL-7781,CL,460,365,87,254,43,1,337
2025-11-14,WH-03,Warehouse WH-03,A1-04,CL-7781,CL,341,296,113,203,72,1,219
2024-03-11,WH-02,Warehouse WH-02,A4-02,ZX-9910,ZX,101,85,151,266,5,0,339
2026-01-29,WH-03,Warehouse WH-03,A2-03,BR-2208,BR,525,516,110,260,22,0,31
2024-10-27,WH-02,Warehouse WH-02,A5-03,BR-2208,BR,170,72,156,283,35,0,68
2024-06-07,WH-03,Warehouse WH-03,A2-02,AX-4312,AX,372,305,126,125,28,1,155
2025-06-27,WH-03,Warehouse WH-03,A4-03,BR-2208,BR,580,542,114,222,44,0,211
2024-11-28,WH-03,Warehouse WH-03,A4-02,MN-5544,MN,415,387,142,125,27,0,284
2026-01-17,WH-01,Warehouse WH-01,A1-05,AX-4312,AX,424,369,191,173,80,0,18
2024-07-09,WH-02,Warehouse WH-02,A5-04,AX-4312,AX,204,162,168,193,29,1,134
2024-05-20,WH-01,Warehouse WH-01,A2-04,MN-5544,MN,463,375,187,251,34,0,132
2025-08-09,WH-03,Warehouse WH-03,A3-04,MN-5544,MN,427,330,155,150,80,1,316
2025-04-05,WH-02,Warehouse WH-02,A4-03,BR-2208,BR,257,222,149,244,60,0,359
2025-08-06,WH-03,Warehouse WH-03,A1-04,ZX-9910,ZX,174,129,159,226,44,0,305
2025-03-28,WH-02,Warehouse WH-02,A1-02,MN-5544,MN,509,422,137,210,7,1,169
2024-07-15,WH-01,Warehouse WH-01,A5-02,AX-4312,AX,333,319,155,172,23,0,73
2026-02-13,WH-01,Warehouse WH-01,A4-01,CL-7781,CL,87,0,144,179,10,0,358
2025-08-29,WH-02,Warehouse WH-02,A5-02,MN-5544,MN,57,11,94,128,13,0,131
2024-07-29,WH-02,Warehouse WH-02,A3-04,MN-5544,MN,221,149,195,272,88,1,71
2024-08-11,WH-01,Warehouse WH-01,A1-05,AX-4312,AX,19,0,133,209,19,1,165
2025-12-21,WH-01,Warehouse WH-01,A2-02,ZX-9910,ZX,367,365,186,240,86,0,147
2025-07-29,WH-03,Warehouse WH-03,A3-02,ZX-9910,ZX,503,458,159,150,53,0,240
2026-02-28,WH-03,Warehouse WH-03,A5-04,CL-7781,CL,286,227,90,125,27,0,49
2025-12-07,WH-02,Warehouse WH-02,A1-04,BR-2208,BR,59,27,126,291,79,0,283
2025-10-10,WH-02,Warehouse WH-02,A2-03,AX-4312,AX,477,456,126,212,48,1,258
2024-05-03,WH-01,Warehouse WH-01,A4-05,AX-4312,AX,46,20,150,146,85,0,145
2025-02-20,WH-02,Warehouse WH-02,A5-02,ZX-9910,ZX,586,528,89,240,33,1,165
2025-08-14,WH-03,Warehouse WH-03,A1-05,ZX-9910,ZX,381,374,112,254,34,0,297
2025-09-14,WH-03,Warehouse WH-03,A1-03,MN-5544,MN,83,66,188,290,78,1,309
2025-07-02,WH-02,Warehouse WH-02,A1-02,MN-5544,MN,525,505,192,176,46,1,347
2025-11-07,WH-01,Warehouse WH-01,A1-01,MN-5544,MN,407,403,121,221,43,1,250
2024-03-27,WH-03,Warehouse WH-03,A4-05,CL-7781,CL,543,456,85,193,67,0,285
2024-04-23,WH-01,Warehouse WH-01,A1-05,ZX-9910,ZX,289,283,160,196,58,0,329
2024-10-03,WH-03,Warehouse WH-03,A2-03,AX-4312,AX,44,0,156,192,40,1,286
2024-12-10,WH-02,Warehouse WH-02,A4-01,MN-5544,MN,582,566,182,252,81,1,208
2026-02-08,WH-02,Warehouse WH-02,A5-03,AX-4312,AX,464,371,110,282,72,1,127
2025-08-25,WH-03,Warehouse WH-03,A3-02,BR-2208,BR,486,402,94,175,60,0,2
2024-05-26,WH-01,Warehouse WH-01,A2-01,BR-2208,BR,73,10,84,210,68,0,337
2024-09-27,WH-02,Warehouse WH-02,A4-03,ZX-9910,ZX,340,318,176,297,79,1,201
2025-12-16,WH-03,Warehouse WH-03,A3-05,CL-7781,CL,292,263,172,270,34,0,183
2024-07-29,WH-02,Warehouse WH-02,A1-04,ZX-9910,ZX,454,446,193,251,66,1,219
2025-10-07,WH-01,Warehouse WH-01,A1-02,MN-5544,MN,416,385,123,228,37,0,67
2024-12-11,WH-03,Warehouse WH-03,A3-05,AX-4312,AX,186,151,128,298,8,1,178
2024-09-07,WH-02,Warehouse WH-02,A1-03,AX-4312,AX,241,201,180,232,38,1,342
2025-02-04,WH-03,Warehouse WH-03,A4-04,BR-2208,BR,77,0,134,229,68,1,321
2025-05-03,WH-03,Warehouse WH-03,A2-04,AX-4312,AX,63,52,197,288,42,0,306
2024-04-22,WH-01,Warehouse WH-01,A3-03,BR-2208,BR,208,126,115,167,71,0,153
2025-11-21,WH-02,Warehouse WH-02,A5-02,CL-7781,CL,361,354,167,229,31,1,127
2024-04-29,WH-03,Warehouse WH-03,A3-01,AX-4312,AX,193,182,106,165,7,0,58
2025-10-24,WH-03,Warehouse WH-03,A1-04,ZX-9910,ZX,12,0,179,168,35,1,95
2025-06-19,WH-03,Warehouse WH-03,A4-03,ZX-9910,ZX,583,517,89,281,86,1,224
2025-04-10,WH-02,Warehouse WH-02,A5-02,MN-5544,MN,380,352,125,293,77,0,196
2024-11-29,WH-03,Warehouse WH-03,A1-05,BR-2208,BR,321,288,186,205,5,0,20
2025-11-25,WH-01,Warehouse WH-01,A2-01,ZX-9910,ZX,148,132,91,201,67,0,53
2025-07-15,WH-01,Warehouse WH-01,A1-01,ZX-9910,ZX,435,358,127,266,17,1,68
2025-06-09,WH-03,Warehouse WH-03,A4-02,CL-7781,CL,489,455,167,288,13,0,15
2026-01-24,WH-03,Warehouse WH-03,A5-03,MN-5544,MN,526,496,186,275,10,0,199
2024-04-18,WH-01,Warehouse WH-01,A3-03,CL-7781,CL,160,154,84,244,80,1,313
2025-02-02,WH-01,Warehouse WH-01,A5-02,ZX-9910,ZX,71,0,177,287,28,1,36
2025-09-03,WH-03,Warehouse WH-03,A5-04,CL-7781,CL,174,104,195,287,59,0,220
2025-06-05,WH-02,Warehouse WH-02,A5-04,MN-5544,MN,577,569,85,238,65,0,87
2026-01-24,WH-02,Warehouse WH-02,A4-04,CL-7781,CL,288,280,132,211,51,0,40
2024-10-08,WH-01,Warehouse WH-01,A1-01,MN-5544,MN,249,160,130,158,55,1,164
2024-07-08,WH-03,Warehouse WH-03,A3-04,CL-7781,CL,376,312,192,204,77,0,173
2025-09-09,WH-01,Warehouse WH-01,A5-05,BR-2208,BR,36,0,80,182,43,1,356
2024-06-02,WH-01,Warehouse WH-01,A4-05,ZX-9910,ZX,228,140,87,281,49,1,123
2025-11-17,WH-03,Warehouse WH-03,A3-04,MN-5544,MN,458,412,104,250,45,1,224
2024-05-10,WH-03,Warehouse WH-03,A1-01,AX-4312,AX,351,318,180,228,8,0,208
2024-04-07,WH-01,Warehouse WH-01,A3-02,BR-2208,BR,318,237,104,295,1,1,124
2024-12-11,WH-02,Warehouse WH-02,A1-01,BR-2208,BR,148,51,167,220,78,1,259
2025-08-24,WH-02,Warehouse WH-02,A3-02,MN-5544,MN,355,345,111,178,12,0,38
2025-07-07,WH-02,Warehouse WH-02,A1-03,CL-7781,CL,121,98,144,265,46,0,312
2024-05-24,WH-01,Warehouse WH-01,A4-05,AX-4312,AX,190,184,185,224,66,1,182
2024-08-14,WH-01,Warehouse WH-01,A3-05,BR-2208,BR,158,62,131,150,34,0,217
2025-12-16,WH-01,Warehouse WH-01,A4-05,MN-5544,MN,405,306,132,210,17,0,260
2024-05-10,WH-01,Warehouse WH-01,A1-04,BR-2208,BR,354,269,190,299,35,1,143
2025-05-14,WH-02,Warehouse WH-02,A4-04,AX-4312,AX,316,273,100,196,47,0,49
2025-10-13,WH-02,Warehouse WH-02,A3-03,AX-4312,AX,247,221,110,291,32,1,158
2025-04-16,WH-01,Warehouse WH-01,A2-05,MN-5544,MN,529,467,95,282,62,0,137
2024-07-10,WH-01,Warehouse WH-01,A4-03,AX-4312,AX,294,244,180,234,10,1,72
2024-03-12,WH-03,Warehouse WH-03,A1-03,AX-4312,AX,317,315,162,242,11,1,218
2025-05-24,WH-01,Warehouse WH-01,A2-02,ZX-9910,ZX,377,355,198,257,18,1,154
2026-02-19,WH-01,Warehouse WH-01,A2-03,BR-2208,BR,522,513,82,181,71,0,132
2024-04-03,WH-03,Warehouse WH-03,A3-05,ZX-9910,ZX,572,565,181,132,12,0,51
2026-02-04,WH-01,Warehouse WH-01,A4-05,BR-2208,BR,554,455,190,185,15,0,162
2024-03-16,WH-03,Warehouse WH-03,A4-04,BR-2208,BR,550,525,191,295,89,0,98
2025-09-26,WH-02,Warehouse WH-02,A2-03,ZX-9910,ZX,410,369,197,175,69,1,260
2025-02-27,WH-02,Warehouse WH-02,A1-03,MN-5544,MN,561,478,149,267,20,1,283
2024-11-09,WH-02,Warehouse WH-02,A2-03,BR-2208,BR,537,506,89,201,12,1,344
2024-08-04,WH-01,Warehouse WH-01,A2-03,AX-4312,AX,535,485,117,165,89,1,55
2025-11-20,WH-03,Warehouse WH-03,A5-04,ZX-9910,ZX,77,47,167,135,20,1,111
2025-12-23,WH-01,Warehouse WH-01,A2-04,ZX-9910,ZX,14,0,196,195,34,1,275
2026-02-19,WH-01,Warehouse WH-01,A4-04,MN-5544,MN,493,425,199,182,77,1,233
2024-07-24,WH-01,Warehouse WH-01,A1-02,MN-5544,MN,109,73,145,126,48,0,343
2025-08-19,WH-01,Warehouse WH-01,A5-03,ZX-9910,ZX,300,229,135,279,21,0,257
